S.No,Name,Date,Rating,Title,Review,Language,Translated_Review,Final_Review,cleaned_review,word_tokens,sent_tokens,filtered_tokens,lemmatized_tokens,normalized_review
233,Vivek R. 🇮🇳,Published date08/02/25,5,Good for dry skin,Amazing product for dry,en,Amazing product for dry,Amazing product for dry,amazing product for dry,"['amazing', 'product', 'for', 'dry']",['amazing product for dry'],"['amazing', 'product', 'dry']","['amazing', 'product', 'dry']",amazing product dry
234,Shivansh S.,Published date28/11/24,5,Best face wash. . . . .,"I’ve been using this face wash for the past two years, and it has worked wonders for my rough, acne-prone skin. One of the key ingredients is salicylic acid, which is known for its ability to gently exfoliate the skin, unclog pores, and reduce acne. Since I started using it, I’ve noticed fewer break...",en,"I’ve been using this face wash for the past two years, and it has worked wonders for my rough, acne-prone skin. One of the key ingredients is salicylic acid, which is known for its ability to gently exfoliate the skin, unclog pores, and reduce acne. Since I started using it, I’ve noticed fewer break...","I’ve been using this face wash for the past two years, and it has worked wonders for my rough, acne-prone skin. One of the key ingredients is salicylic acid, which is known for its ability to gently exfoliate the skin, unclog pores, and reduce acne. Since I started using it, I’ve noticed fewer break...","i ve been using this face wash for the past two years, and it has worked wonders for my rough, acne prone skin. one of the key ingredients is salicylic acid, which is known for its ability to gently exfoliate the skin, unclog pores, and reduce acne. since i started using it, i ve noticed fewer break...","['i', 've', 'been', 'using', 'this', 'face', 'wash', 'for', 'the', 'past', 'two', 'years', ',', 'and', 'it', 'has', 'worked', 'wonders', 'for', 'my', 'rough', ',', 'acne', 'prone', 'skin', '.', 'one', 'of', 'the', 'key', 'ingredients', 'is', 'salicylic', 'acid', ',', 'which', 'is', 'known', 'for', 'its', 'ability', 'to', 'gently', 'exfoliate', 'the', 'skin', ',', 'unclog', 'pores', ',', 'and', 'reduce', 'acne', '.', 'since', 'i', 'started', 'using', 'it', ',', 'i', 've', 'noticed', 'fewer', 'break', '...']","['i ve been using this face wash for the past two years, and it has worked wonders for my rough, acne prone skin.', 'one of the key ingredients is salicylic acid, which is known for its ability to gently exfoliate the skin, unclog pores, and reduce acne.', 'since i started using it, i ve noticed fewer break...']","['ve', 'face', 'wash', 'past', 'years', 'worked', 'wonders', 'rough', 'acne', 'prone', 'skin', 'key', 'ingredients', 'salicylic', 'acid', 'known', 'ability', 'gently', 'exfoliate', 'skin', 'unclog', 'pores', 'reduce', 'acne', 'started', 've', 'noticed', 'fewer', 'break']","['ve', 'face', 'wash', 'past', 'year', 'work', 'wonder', 'rough', 'acne', 'prone', 'skin', 'key', 'ingredient', 'salicylic', 'acid', 'know', 'ability', 'gently', 'exfoliate', 'skin', 'unclog', 'pore', 'reduce', 'acne', 'start', 've', 'notice', 'few', 'break']",ve face wash past year work wonder rough acne prone skin key ingredient salicylic acid know ability gently exfoliate skin unclog pore reduce acne start ve notice few break
235,Sunil p. 🇮🇳,Published date28/01/25,1,Not good product,"face pe lagane k baad pata hi nahi chalata he ki nai he 
i dont like this product personally",en,"face pe lagane k baad pata hi nahi chalata he ki nai he 
i dont like this product personally","face pe lagane k baad pata hi nahi chalata he ki nai he 
i dont like this product personally",face pe lagane k baad pata hi nahi chalata he ki nai he i dont like this product personally,"['face', 'pe', 'lagane', 'k', 'baad', 'pata', 'hi', 'nahi', 'chalata', 'he', 'ki', 'nai', 'he', 'i', 'do', 'nt', 'like', 'this', 'product', 'personally']","['face pe lagane k baad pata hi nahi chalata he ki nai', 'he i dont like this product personally']","['face', 'pe', 'lagane', 'k', 'baad', 'pata', 'hi', 'nahi', 'chalata', 'ki', 'nai', 'nt', 'like', 'product', 'personally']","['face', 'pe', 'lagane', 'k', 'baad', 'pata', 'hi', 'nahi', 'chalata', 'ki', 'nai', 'not', 'like', 'product', 'personally']",face pe lagane k baad pata hi nahi chalata ki nai not like product personally
236,Ramandeep S. 🇮🇳,Published date26/01/25,5,too good,it helped alot with my sebum n oily skin,en,it helped alot with my sebum n oily skin,it helped alot with my sebum n oily skin,it helped alot with my sebum n oily skin,"['it', 'helped', 'alot', 'with', 'my', 'sebum', 'n', 'oily', 'skin']",['it helped alot with my sebum n oily skin'],"['helped', 'alot', 'sebum', 'n', 'oily', 'skin']","['help', 'alot', 'sebum', 'n', 'oily', 'skin']",help alot sebum n oily skin
237,Pavvy R. 🇮🇳,Published date06/02/25,5,the best,best face cleanser. it cleans skin deeply and smooth the skin. best face cleanser for oily skin.,en,best face cleanser. it cleans skin deeply and smooth the skin. best face cleanser for oily skin.,best face cleanser. it cleans skin deeply and smooth the skin. best face cleanser for oily skin.,best face cleanser. it cleans skin deeply and smooth the skin. best face cleanser for oily skin.,"['best', 'face', 'cleanser', '.', 'it', 'cleans', 'skin', 'deeply', 'and', 'smooth', 'the', 'skin', '.', 'best', 'face', 'cleanser', 'for', 'oily', 'skin', '.']","['best face cleanser.', 'it cleans skin deeply and smooth the skin.', 'best face cleanser for oily skin.']","['best', 'face', 'cleanser', 'cleans', 'skin', 'deeply', 'smooth', 'skin', 'best', 'face', 'cleanser', 'oily', 'skin']","['good', 'face', 'cleanser', 'clean', 'skin', 'deeply', 'smooth', 'skin', 'good', 'face', 'cleanser', 'oily', 'skin']",good face cleanser clean skin deeply smooth skin good face cleanser oily skin
238,Harshit e. 🇮🇳,Published date13/02/25,5,Very nice,I really love it,en,I really love it,I really love it,i really love it,"['i', 'really', 'love', 'it']",['i really love it'],['love'],['love'],love
239,Chaithra N.,Published date21/12/24,5,good for me,"I began my new routine on August 24, 2024, and have consistently followed it until December 24, 2024. I'm excited to share that, after five months, I've seen a noticeable reduction in acne issues.",en,"I began my new routine on August 24, 2024, and have consistently followed it until December 24, 2024. I'm excited to share that, after five months, I've seen a noticeable reduction in acne issues.","I began my new routine on August 24, 2024, and have consistently followed it until December 24, 2024. I'm excited to share that, after five months, I've seen a noticeable reduction in acne issues.","i began my new routine on august 24, 2024, and have consistently followed it until december 24, 2024. i'm excited to share that, after five months, i've seen a noticeable reduction in acne issues.","['i', 'began', 'my', 'new', 'routine', 'on', 'august', '24', ',', '2024', ',', 'and', 'have', 'consistently', 'followed', 'it', 'until', 'december', '24', ',', '2024', '.', 'i', ""'m"", 'excited', 'to', 'share', 'that', ',', 'after', 'five', 'months', ',', 'i', ""'ve"", 'seen', 'a', 'noticeable', 'reduction', 'in', 'acne', 'issues', '.']","['i began my new routine on august 24, 2024, and have consistently followed it until december 24, 2024.', ""i'm excited to share that, after five months, i've seen a noticeable reduction in acne issues.""]","['began', 'new', 'routine', 'august', 'consistently', 'followed', 'december', 'excited', 'share', 'months', 'seen', 'noticeable', 'reduction', 'acne', 'issues']","['begin', 'new', 'routine', 'august', 'consistently', 'follow', 'december', 'excited', 'share', 'month', 'see', 'noticeable', 'reduction', 'acne', 'issue']",begin new routine august consistently follow december excited share month see noticeable reduction acne issue
240,Nishit 🇮🇳,Published date01/02/25,5,the best face wash for pimples,"I have been facing pimples to due to dandruff and after using this for 10 days my forehead pimples have decreased by 60%

I am in love with it",en,"I have been facing pimples to due to dandruff and after using this for 10 days my forehead pimples have decreased by 60%

I am in love with it","I have been facing pimples to due to dandruff and after using this for 10 days my forehead pimples have decreased by 60%

I am in love with it",i have been facing pimples to due to dandruff and after using this for 10 days my forehead pimples have decreased by 60 i am in love with it,"['i', 'have', 'been', 'facing', 'pimples', 'to', 'due', 'to', 'dandruff', 'and', 'after', 'using', 'this', 'for', '10', 'days', 'my', 'forehead', 'pimples', 'have', 'decreased', 'by', '60', 'i', 'am', 'in', 'love', 'with', 'it']",['i have been facing pimples to due to dandruff and after using this for 10 days my forehead pimples have decreased by 60 i am in love with it'],"['facing', 'pimples', 'dandruff', 'days', 'forehead', 'pimples', 'decreased', 'love']","['face', 'pimple', 'dandruff', 'day', 'forehead', 'pimple', 'decrease', 'love']",face pimple dandruff day forehead pimple decrease love
241,Rajveer S. 🇮🇳,Published date01/02/25,4,Absolutely Amazing,Amazing product for oily skin,en,Amazing product for oily skin,Amazing product for oily skin,amazing product for oily skin,"['amazing', 'product', 'for', 'oily', 'skin']",['amazing product for oily skin'],"['amazing', 'product', 'oily', 'skin']","['amazing', 'product', 'oily', 'skin']",amazing product oily skin
242,Tarun M. 🇮🇳,Published date13/01/25,5,Good,I am happy with minimalist please provide some more survey link like you did last one.,en,I am happy with minimalist please provide some more survey link like you did last one.,I am happy with minimalist please provide some more survey link like you did last one.,i am happy with minimalist please provide some more survey link like you did last one.,"['i', 'am', 'happy', 'with', 'minimalist', 'please', 'provide', 'some', 'more', 'survey', 'link', 'like', 'you', 'did', 'last', 'one', '.']",['i am happy with minimalist please provide some more survey link like you did last one.'],"['happy', 'minimalist', 'provide', 'survey', 'link', 'like']","['happy', 'minimalist', 'provide', 'survey', 'link', 'like']",happy minimalist provide survey link like
243,Hritik 🇮🇳,Published date06/01/25,5,Its amazing to use minimalist product,The product is amazing and suitable for acne prone skin and give you a healthy and hydrated skin,en,The product is amazing and suitable for acne prone skin and give you a healthy and hydrated skin,The product is amazing and suitable for acne prone skin and give you a healthy and hydrated skin,the product is amazing and suitable for acne prone skin and give you a healthy and hydrated skin,"['the', 'product', 'is', 'amazing', 'and', 'suitable', 'for', 'acne', 'prone', 'skin', 'and', 'give', 'you', 'a', 'healthy', 'and', 'hydrated', 'skin']",['the product is amazing and suitable for acne prone skin and give you a healthy and hydrated skin'],"['product', 'amazing', 'suitable', 'acne', 'prone', 'skin', 'healthy', 'hydrated', 'skin']","['product', 'amazing', 'suitable', 'acne', 'prone', 'skin', 'healthy', 'hydrated', 'skin']",product amazing suitable acne prone skin healthy hydrated skin
244,Movieslover 🇮🇳,Published date11/01/25,4,Awesome cleanser,This cleanser is very effective for acne prone skin. Within 14 days it mostly reduced my acnes and my skin feeling good. Need to buy clenaser,en,This cleanser is very effective for acne prone skin. Within 14 days it mostly reduced my acnes and my skin feeling good. Need to buy clenaser,This cleanser is very effective for acne prone skin. Within 14 days it mostly reduced my acnes and my skin feeling good. Need to buy clenaser,this cleanser is very effective for acne prone skin. within 14 days it mostly reduced my acnes and my skin feeling good. need to buy clenaser,"['this', 'cleanser', 'is', 'very', 'effective', 'for', 'acne', 'prone', 'skin', '.', 'within', '14', 'days', 'it', 'mostly', 'reduced', 'my', 'acnes', 'and', 'my', 'skin', 'feeling', 'good', '.', 'need', 'to', 'buy', 'clenaser']","['this cleanser is very effective for acne prone skin.', 'within 14 days it mostly reduced my acnes and my skin feeling good.', 'need to buy clenaser']","['cleanser', 'effective', 'acne', 'prone', 'skin', 'days', 'reduced', 'acnes', 'skin', 'feeling', 'good', 'need', 'buy', 'clenaser']","['cleanser', 'effective', 'acne', 'prone', 'skin', 'day', 'reduce', 'acne', 'skin', 'feel', 'good', 'need', 'buy', 'clenaser']",cleanser effective acne prone skin day reduce acne skin feel good need buy clenaser
